road,id,model_type,condition,name,lat,lon,length
N2,202067.0,link,,link 1036,24.51187956786695,91.58578714701835,497.0
N2,202068.0,bridge,A,bridge 1013,24.5149948569804,91.5864048461614,6.3
N2,202069.0,link,,link 1037,24.51673478189445,91.58744321478281,681.0
N2,202070.0,bridge,C,bridge 1014,24.5184747068085,91.5884815834042,14.0
N2,202071.0,link,,link 1038,24.5195623473436,91.5889539917021,252.0
N2,202072.0,bridge,A,bridge 1015,24.5206499878787,91.5894264,4.0
N2,202073.0,link,,link 1039,24.521479326371747,91.58966085135134,202.0
N2,202074.0,bridge,A,bridge 1016,24.5223086648648,91.5898953027027,1.0
N2,202075.0,link,,link 1040,24.5235116191971,91.59068585135135,309.0
N2,202076.0,bridge,A,bridge 1017,24.5247145735294,91.5914764,1.0
N2,202077.0,link,,link 1041,24.525719446893298,91.592412540836,303.0
N2,202078.0,bridge,A,bridge 1018,24.5267243202572,91.593348681672,2.5
N2,202079.0,link,,link 1042,24.527609310128597,91.5941552181087,246.0
N2,202080.0,bridge,A,bridge 1019,24.5284943,91.5949617545454,4.3
N2,202081.0,link,,link 1043,24.52960070431335,91.59573483501914,321.0
N2,202082.0,bridge,A,bridge 1020,24.5307071086267,91.5965079154929,1.8
N2,202083.0,link,,link 1044,24.53139873248235,91.59694999507035,179.0
N2,202084.0,bridge,A,bridge 1021,24.532090356338,91.5973920746478,3.2
N2,202085.0,link,,link 1045,24.53261583591545,91.59772795633795,136.0
N2,202086.0,bridge,A,bridge 1022,24.5331413154929,91.5980638380281,1.5
N2,202087.0,link,,link 1046,24.5335220544131,91.5983212556807,100.0
N2,202088.0,bridge,A,bridge 1023,24.5339027933333,91.5985786733333,5.2
N2,202089.0,link,,link 1047,24.534419989848452,91.59896627075754,139.0
N2,202090.0,bridge,A,bridge 1024,24.5349371863636,91.5993538681818,2.0
N2,202091.0,link,,link 1048,24.535703181029,91.60011760874364,219.0
N2,202092.0,bridge,A,bridge 1025,24.5364691756944,91.6008813493055,1.5
N2,202093.0,link,,link 1049,24.537007835107453,91.60140567602261,164.0
N2,202094.0,bridge,A,bridge 1026,24.5375464945205,91.6019300027397,1.5
N2,202095.0,link,,link 1050,24.53825734936865,91.60261027124935,213.0
N2,202096.0,bridge,A,bridge 1027,24.5389682042168,91.603290539759,1.5
N2,202097.0,link,,link 1051,24.53944411051745,91.60368058215221,134.0
N2,202098.0,bridge,A,bridge 1028,24.5399200168181,91.6040706245454,6.4
N2,202099.0,link,,link 1052,24.54062215909085,91.6042487727272,166.0
N2,202100.0,bridge,A,bridge 1029,24.5413243013636,91.604426920909,7.0
N2,202101.0,link,,link 1053,24.54304532646305,91.6047327635795,387.0
N2,202102.0,bridge,C,bridge 1030,24.5447663515625,91.60503860625,43.65
N2,202103.0,link,,link 1054,24.546582385709,91.60528621034521,407.0
N2,202104.0,bridge,A,bridge 1031,24.5483984198555,91.6055338144404,140.0
N2,202105.0,link,,link 1055,24.5511050765944,91.6053332683313,612.0
N2,202106.0,bridge,A,bridge 1032,24.5538117333333,91.6051327222222,1.5
N2,202107.0,link,,link 1056,24.5550665100401,91.60468384605085,259.0
N2,202108.0,bridge,A,bridge 1033,24.5563212867469,91.6042349698795,1.5
N2,202109.0,link,,link 1057,24.5581124744545,91.60378082302324,455.0
N2,202110.0,bridge,A,bridge 1034,24.5599036621621,91.603326676167,2.0
N2,202111.0,link,,link 1058,24.56156352044275,91.60304321201966,382.0
N2,202112.0,bridge,A,bridge 1035,24.5632233787234,91.6027597478723,22.0
N2,202113.0,link,,link 1059,24.566256117833902,91.60280714199169,518.0
N2,202114.0,bridge,B,bridge 1036,24.5692888569444,91.6028545361111,14.0
N2,202115.0,link,,link 1060,24.5719366063751,91.6020849178822,587.0
N2,202116.0,bridge,A,bridge 1037,24.5745843558058,91.6013152996533,2.0
N2,202117.0,link,,link 1061,24.5770471713742,91.599825206833,634.0
N2,202118.0,bridge,A,bridge 1038,24.5795099869426,91.5983351140127,35.25
N2,202119.0,link,,link 1062,24.58059652808665,91.5984654762371,262.0
N2,202120.0,bridge,A,bridge 1039,24.5816830692307,91.5985958384615,3.0
N2,202121.0,link,,link 1063,24.58267660045895,91.59893675153526,235.0
N2,202122.0,bridge,A,bridge 1040,24.5836701316872,91.599277664609,34.95
N2,202123.0,link,,link 1064,24.5855617974014,91.59991690781737,320.0
N2,202124.0,bridge,A,bridge 1041,24.5874534631156,91.60055615102576,4.015000000000001
N2,202125.0,link,,link 1065,24.58943641437715,91.60108040612957,623.0
N2,202126.0,bridge,A,bridge 1042,24.5914193656387,91.6016046612334,2.0
N2,202127.0,link,,link 1066,24.59279899177205,91.60251382994099,368.0
N2,202128.0,bridge,A,bridge 1043,24.5941786179054,91.6034229986486,1.5
N2,202129.0,link,,link 1067,24.59488574302675,91.6051240426576,407.0
N2,202130.0,bridge,A,bridge 1044,24.5955928681481,91.6068250866666,1.5
N2,202131.0,link,,link 1068,24.5958006069907,91.6082099954166,288.0
N2,202132.0,bridge,A,bridge 1045,24.5960083458333,91.6095949041666,6.2
N2,202133.0,link,,link 1069,24.5979471892302,91.61216523121465,713.0
N2,202134.0,bridge,A,bridge 1046,24.5998860326271,91.6147355582627,73.0
N2,202135.0,link,,link 1070,24.60137540997135,91.61565411084226,402.0
N2,202136.0,bridge,A,bridge 1047,24.6028647873156,91.6165726634218,3.0
N2,202137.0,link,,link 1071,24.60331095250735,91.6170038374631,121.0
N2,202138.0,bridge,A,bridge 1048,24.6037571176991,91.6174350115044,3.0
N2,202139.0,link,,link 1072,24.60500985448445,91.618903447022,400.0
N2,202140.0,bridge,B,bridge 1049,24.6062625912698,91.6203718825396,7.2
N2,202141.0,link,,link 1073,24.608010452471802,91.62285749217585,636.0
N2,202142.0,bridge,A,bridge 1050,24.6097583136738,91.6253431018121,2.0
N2,202143.0,link,,link 1074,24.61012761239245,91.62588056572085,138.0
N2,202144.0,bridge,A,bridge 1051,24.6104969111111,91.6264180296296,7.2
N2,202145.0,link,,link 1075,24.61103961661545,91.62728798255671,218.0
N2,202146.0,bridge,A,bridge 1052,24.6115823221198,91.6281579354838,4.0
N2,202147.0,link,,link 1076,24.61251564122515,91.63072900217715,585.0
N2,202148.0,bridge,B,bridge 1053,24.6134489603305,91.6333000688705,60.4
N2,202149.0,link,,link 1077,24.61320455033765,91.638062796849,978.0
N2,202150.0,bridge,A,bridge 1054,24.6129601403448,91.6428255248275,15.0
N2,202151.0,link,,link 1078,24.613517358194002,91.64644436280011,756.0
N2,202152.0,bridge,A,bridge 1055,24.6140745760432,91.6500632007727,9.3
N2,202153.0,link,,link 1079,24.615317869759153,91.65440793017356,925.0
N2,202154.0,bridge,B,bridge 1056,24.6165611634751,91.6587526595744,30.0
N2,202155.0,link,,link 1080,24.619932010276848,91.66405150540515,1344.0
N2,202156.0,bridge,A,bridge 1057,24.6233028570786,91.6693503512359,16.725
N2,202157.0,link,,link 1081,24.6240524366275,91.67111457120615,400.0
N2,202158.0,bridge,A,bridge 1058,24.6248020161764,91.6728787911764,4.0
N2,202159.0,link,,link 1082,24.625650658088198,91.6751890455882,508.0
N2,100009.0,intersection,,N2toN207,24.6264993,91.6774993,0.0
N2,202161.0,link,,link 1083,24.62768370943395,91.6779678534591,298.0
N2,202162.0,bridge,D,bridge 1059,24.6288681188679,91.6784364069182,282.35
N2,202163.0,link,,link 1084,24.6351954298658,91.68440759421215,1902.0
N2,202164.0,bridge,D,bridge 1060,24.6415227408637,91.6903787815061,160.27499999999998
N2,202165.0,link,,link 1085,24.64496529088385,91.694071723774,1081.0
N2,202166.0,bridge,A,bridge 1061,24.648407840904,91.6977646660419,25.45
N2,202167.0,link,,link 1086,24.652521612952,91.70245577364595,1343.0
N2,202168.0,bridge,A,bridge 1062,24.656635385,91.70714688125,2.0
N2,202169.0,link,,link 1087,24.659707751822,91.7092463393538,817.0
N2,202170.0,bridge,C,bridge 1063,24.662780118644,91.7113457974576,62.85
N2,202171.0,link,,link 1088,24.6667205435937,91.71321474114005,951.0
N2,202172.0,bridge,A,bridge 1064,24.6706609685434,91.7150836848225,22.0
N2,202173.0,link,,link 1089,24.673941748887053,91.7178710260376,931.0
N2,202174.0,bridge,A,bridge 1065,24.6772225292307,91.7206583672527,3.0
N2,202175.0,link,,link 1090,24.6783863267734,91.7216087261795,343.0
N2,202176.0,bridge,A,bridge 1066,24.6795501243161,91.7225590851063,24.7
N2,202177.0,link,,link 1091,24.68087620948245,91.72308224656649,325.0
N2,202178.0,bridge,A,bridge 1067,24.6822022946488,91.7236054080267,3.0
N2,202179.0,link,,link 1092,24.68407624617495,91.72393998734665,405.0
N2,202180.0,bridge,A,bridge 1068,24.6859501977011,91.7242745666666,24.5
N2,202181.0,link,,link 1093,24.68711191537945,91.72444819325065,267.0
N2,202182.0,bridge,A,bridge 1069,24.6882736330578,91.7246218198347,3.0
N2,202183.0,link,,link 1094,24.690924516528902,91.7252259917355,607.0
N2,202184.0,bridge,A,bridge 1070,24.6935754,91.7258301636363,2.5
N2,202185.0,link,,link 1095,24.69515628704375,91.7263649801758,369.0
N2,202186.0,bridge,A,bridge 1071,24.6967371740875,91.7268997967153,2.0
N2,202187.0,link,,link 1096,24.6997642925157,91.7282287147051,730.0
N2,202188.0,bridge,A,bridge 1072,24.7027914109439,91.7295576326949,3.0
N2,202189.0,link,,link 1097,24.706246914043348,91.73379705396646,1151.0
N2,202190.0,bridge,A,bridge 1073,24.7097024171428,91.738036475238,8.2
N2,202191.0,link,,link 1098,24.71623089540065,91.7454663595702,2122.0
N2,202192.0,bridge,A,bridge 1074,24.7227593736585,91.7528962439024,3.0
N2,202193.0,link,,link 1099,24.725640112691302,91.7572137650546,1084.0
N2,202194.0,bridge,A,bridge 1075,24.7285208517241,91.7615312862068,7.2
N2,202195.0,link,,link 1100,24.73042734977505,91.7642882474512,706.0
N2,202196.0,bridge,A,bridge 1076,24.732333847826,91.7670452086956,2.0
N2,202197.0,link,,link 1101,24.73371730814175,91.7686770202923,454.0
N2,202198.0,bridge,A,bridge 1077,24.7351007684575,91.770308831889,6.25
N2,202199.0,link,,link 1102,24.73950734422875,91.77364219165875,1245.0
N2,202200.0,bridge,A,bridge 1078,24.74391392,91.7769755514285,2.0
N2,202201.0,link,,link 1103,24.750350833406024,91.77981973967083,1069.0
N2,202202.0,bridge,A,bridge 1079,24.75678774681205,91.78266392791315,1.75
N2,202203.0,link,,link 1104,24.761739030839628,91.78293404811583,1604.0
N2,202204.0,bridge,A,bridge 1080,24.7666903148672,91.7832041683185,1.5
N2,202205.0,link,,link 1105,24.76788855968075,91.78306339517044,270.0
N2,202206.0,bridge,A,bridge 1081,24.7690868044943,91.7829226220224,7.1
N2,202207.0,link,,link 1106,24.773956832910102,91.7834143347681,1091.0
N2,202208.0,bridge,A,bridge 1082,24.7788268613259,91.7839060475138,2.0
N2,202209.0,link,,link 1107,24.78191882399625,91.78452786375689,722.0
N2,202210.0,bridge,A,bridge 1083,24.7850107866666,91.78514968,2.0
N2,202211.0,link,,link 1108,24.7871548513978,91.7865016496774,564.0
N2,202212.0,bridge,A,bridge 1084,24.789298916129,91.7878536193548,2.0
N2,202213.0,link,,link 1109,24.7905474648606,91.78849434365796,325.0
N2,202214.0,bridge,A,bridge 1085,24.7917960135922,91.7891350679611,2.0
N2,202215.0,link,,link 1110,24.794077348700853,91.7893450015996,511.0
N2,202216.0,bridge,C,bridge 1086,24.7963586838095,91.7895549352381,12.4
N2,202217.0,link,,link 1111,24.80098758055205,91.7901275258316,1046.0
N2,202218.0,bridge,A,bridge 1087,24.8056164772946,91.7907001164251,2.5
N2,202219.0,link,,link 1112,24.806660922813947,91.79100334154586,261.0
N2,202220.0,bridge,A,bridge 1088,24.8077053683333,91.7913065666666,2.5
N2,202221.0,link,,link 1113,24.80975548416665,91.79186143333331,546.0
N2,202222.0,bridge,A,bridge 1089,24.8118056,91.7924163,18.6
N2,202223.0,link,,link 1114,24.819279406905352,91.80272502052429,2629.0
N2,202224.0,bridge,A,bridge 1090,24.8267532138107,91.8130337410486,2.5
N2,202225.0,link,,link 1115,24.8354620959138,91.81866485550097,1337.0
N2,202226.0,bridge,B,bridge 1091,24.8441709780169,91.82429596995335,7.275
N2,202227.0,link,,link 1116,24.85125290321895,91.83132252760822,3209.0
N2,202228.0,bridge,A,bridge 1092,24.858334828421,91.8383490852631,3.0
N2,202229.0,link,,link 1117,24.85876816693775,91.83973878172245,305.0
N2,202230.0,bridge,A,bridge 1093,24.8592015054545,91.8411284781818,3.0
N2,202231.0,link,,link 1118,24.860042432727248,91.8439029590909,600.0
N2,202232.0,bridge,A,bridge 1094,24.86088336,91.84667744,40.8
N2,202233.0,link,,link 1119,24.862183770082602,91.84926844479335,593.0
N2,202234.0,bridge,A,bridge 1095,24.8634841801652,91.8518594495867,2.0
N2,202235.0,link,,link 1120,24.8657988333029,91.85591606674251,1010.0
N2,202236.0,bridge,A,bridge 1096,24.8681134864406,91.8599726838983,1.5
N2,202237.0,link,,link 1121,24.86825963660265,91.86064391400795,145.0
N2,202238.0,bridge,A,bridge 1097,24.8684057867647,91.8613151441176,1.5
N2,202239.0,link,,link 1122,24.8688348933823,91.86221556885874,217.0
N2,202240.0,bridge,B,bridge 1098,24.8692639999999,91.8631159935999,7.0
N2,202241.0,link,,link 1123,24.8716883110948,91.8655046873109,750.0
N2,202242.0,bridge,B,bridge 1099,24.8741126221897,91.8678933810219,2.0
N2,202243.0,link,,link 1124,24.87566711109485,91.8707767799846,754.0
N2,202244.0,bridge,A,bridge 1100,24.8772216,91.8736601789473,21.0
N2,202245.0,link,,link 1125,24.878013245454497,91.8754496940191,425.0
N2,202246.0,bridge,A,bridge 1101,24.878804890909,91.8772392090909,9.5
N2,202247.0,link,,link 1126,24.8796118517438,91.87780784888506,208.0
N2,202248.0,bridge,B,bridge 1102,24.8804188125786,91.8783764886792,298.35
N2,202249.0,link,,link 1127,24.88396192471035,91.87943107153254,883.0
N2,202250.0,bridge,A,bridge 1103,24.8875050368421,91.8804856543859,9.1
N2,202251.0,link,,link 1128,24.88796448437665,91.88029643922366,111.0
N2,202252.0,bridge,A,bridge 1104,24.8884239319112,91.8801072240614,9.1
N2,202253.0,link,,link 1129,24.890648634044297,91.87918143796925,583.0
N2,202254.0,bridge,A,bridge 1105,24.8928733361774,91.8782556518771,2.5
N2,202255.0,link,,link 1130,24.89398019291385,91.8791618748896,367.0
N2,202256.0,bridge,A,bridge 1106,24.8950870496503,91.8800680979021,4.4
N2,202257.0,link,,link 1131,24.895205204029974,91.8816801418624,212.0
N2,202258.0,bridge,A,bridge 1107,24.895323358409648,91.8832921858227,2.5
N2,202259.0,link,,link 1132,24.895268054547273,91.88546820660994,555.0
N2,202260.0,bridge,A,bridge 1108,24.8952127506849,91.8876442273972,8.5
N2,202261.0,link,,link 1133,24.895554669238976,91.89425381942273,1075.0
N2,202262.0,bridge,B,bridge 1109,24.89589658779305,91.90086341144826,4.05
N2,202263.0,link,,link 1134,24.871948143896525,91.89872320572414,0.0
N2,100010.0,intersection,,N208toN2,24.8479997,91.896583,0.0
N2,202265.0,link,,link 1135,24.8742417838071,91.90535736553295,1869.0
N2,202266.0,bridge,A,bridge 1110,24.9004838676142,91.9141317310659,2.0
N2,202267.0,link,,link 1136,24.90199169653435,91.9166775291693,600.0
N2,202268.0,bridge,A,bridge 1111,24.9034995254545,91.9192233272727,6.0
N2,202269.0,link,,link 1137,24.905166412727247,91.92186131363636,654.0
N2,202270.0,bridge,C,bridge 1112,24.9068333,91.9244993,11.725
N2,202271.0,link,,link 1138,24.9069608204545,91.92747406363634,655.0
N2,202272.0,bridge,A,bridge 1113,24.907088340909,91.9304488272727,6.0
N2,202273.0,link,,link 1139,24.9101923448093,91.93361501202341,804.0
N2,202274.0,bridge,A,bridge 1114,24.9132963487096,91.9367811967741,11.75
N2,202275.0,link,,link 1140,24.914288170846,91.94236136922035,883.0
N2,202276.0,bridge,C,bridge 1115,24.9152799929824,91.9479415416666,15.0
N2,202277.0,link,,link 1141,24.91554002162205,91.94770025381754,236.0
N2,202278.0,bridge,A,bridge 1116,24.9158000502617,91.9474589659685,3.0
N2,202279.0,link,,link 1142,24.91604587513085,91.94850362048425,212.0
N2,202280.0,bridge,A,bridge 1117,24.9162917,91.949548275,3.0
N2,202281.0,link,,link 1143,24.91806216764705,91.9541148345588,1014.0
N2,202282.0,bridge,A,bridge 1118,24.9198326352941,91.9586813941176,14.4
N2,202283.0,link,,link 1144,24.9205665576171,91.95999019511265,310.0
N2,202284.0,bridge,A,bridge 1119,24.9213004799401,91.9612989961077,6.0
N2,202285.0,link,,link 1145,24.9254377172871,91.96608265000505,1349.0
N2,202286.0,bridge,B,bridge 1120,24.9295749546341,91.9708663039024,12.45
N2,202287.0,link,,link 1146,24.93011528565035,91.9717774446595,215.0
N2,202288.0,bridge,A,bridge 1121,24.9306556166666,91.9726885854166,3.0
N2,202289.0,link,,link 1147,24.933687918758448,91.97883728182393,767.0
N2,202290.0,bridge,A,bridge 1122,24.936720220850297,91.98498597823125,6.125
N2,202291.0,link,,link 1148,24.936806537814547,91.98463650366622,587.0
N2,202292.0,bridge,A,bridge 1123,24.9368928547788,91.9842870291012,6.0
N2,202293.0,link,,link 1149,24.94291251179305,91.99397950766985,2458.0
N2,202294.0,bridge,A,bridge 1124,24.9489321688073,92.0036719862385,3.0
N2,202295.0,link,,link 1150,24.95042138986385,92.00553895848586,513.0
N2,202296.0,bridge,A,bridge 1125,24.9519106109204,92.0074059307332,9.25
N2,202297.0,link,,link 1151,24.954226868103852,92.00922197398725,640.0
N2,202298.0,bridge,A,bridge 1126,24.9565431252873,92.0110380172413,3.9
N2,202299.0,link,,link 1152,24.9598801419903,92.01492760925285,1144.0
N2,202300.0,bridge,A,bridge 1127,24.9632171586933,92.0188172012644,6.5
N2,202301.0,link,,link 1153,24.96385717802835,92.02143107596174,556.0
N2,202302.0,bridge,A,bridge 1128,24.9644971973634,92.0240449506591,9.0
N2,202303.0,link,,link 1154,24.96912634255315,92.02885230575396,1322.0
N2,202304.0,bridge,A,bridge 1129,24.9737554877429,92.0336596608488,4.925
N2,202305.0,link,,link 1155,24.9800785883408,92.03685100092878,1316.0
N2,202306.0,bridge,A,bridge 1130,24.9864016889387,92.04004234100876,47.75
N2,202307.0,link,,link 1156,24.9939841655645,92.04400557454383,2424.0
N2,202308.0,bridge,B,bridge 1131,25.0015666421903,92.0479688080789,82.55
N2,202309.0,link,,link 1157,25.007838871095153,92.05462330403945,1948.0
N2,202310.0,bridge,B,bridge 1132,25.0141111,92.0612778,36.025
N2,202311.0,link,,link 1158,25.0215969,92.06655525,1987.0
N2,202312.0,bridge,C,bridge 1133,25.0290827,92.0718327,36.5
N2,202313.0,link,,link 1159,25.0331539525484,92.0775900493374,1496.0
N2,202314.0,bridge,B,bridge 1134,25.0372252050968,92.0833473986748,55.65
N2,202315.0,link,,link 1160,25.0425067632726,92.08959003903095,1736.0
N2,202316.0,bridge,A,bridge 1135,25.0477883214484,92.0958326793871,12.4
N2,202317.0,link,,link 1161,25.0503819205144,92.09869942022965,816.0
N2,202318.0,bridge,A,bridge 1136,25.0529755195804,92.1015661610722,6.1
N2,202319.0,link,,link 1162,25.05399306083915,92.10267287785544,324.0
N2,202320.0,bridge,A,bridge 1137,25.0550106020979,92.1037795946387,9.1
N2,202321.0,link,,link 1163,25.059065296818176,92.10606822155009,468.0
N2,202322.0,bridge,B,bridge 1138,25.06311999153845,92.1083568484615,15.4875
N2,202323.0,link,,link 1164,25.069889143779175,92.1109396462208,2129.0
N2,202324.0,bridge,A,bridge 1139,25.0766582960199,92.1135224439801,3.0
N2,202325.0,link,,link 1165,25.079753893997598,92.11448317816286,717.0
N2,202326.0,bridge,A,bridge 1140,25.0828494919753,92.1154439123456,21.424999999999997
N2,202327.0,link,,link 1166,25.0873744000302,92.1166546404281,1058.0
N2,202328.0,bridge,B,bridge 1141,25.0918993080851,92.1178653685106,190.5
N2,202329.0,link,,link 1167,25.09741034957825,92.11814602755885,1222.0
N2,202330.0,bridge,B,bridge 1142,25.1029213910714,92.1184266866071,26.0
N2,202331.0,link,,link 1168,25.10553735023865,92.1185904138481,580.0
N2,202332.0,bridge,A,bridge 1143,25.1081533094059,92.1187541410891,3.0
N2,202333.0,link,,link 1169,25.11656215977985,92.11760555854454,1941.0
N2,202334.0,bridge,A,bridge 1144,25.1249710101538,92.116456976,87.35
N2,202335.0,link,,link 1170,25.12721158182105,92.11795605843184,698.0
N2,202336.0,bridge,A,bridge 1145,25.1294521534883,92.1194551408637,26.0
N2,202337.0,link,,link 1171,25.130400023319453,92.1198221788793,241.0
N2,202338.0,bridge,A,bridge 1146,25.1313478931506,92.1201892168949,21.9
N2,202339.0,link,,link 1172,25.134678304118403,92.12010733624915,883.0
N2,202340.0,bridge,A,bridge 1147,25.1380087150862,92.1200254556034,79.0
N2,202341.0,link,,link 1173,25.139183051389253,92.1199053408786,294.0
N2,202342.0,bridge,A,bridge 1148,25.1403573876923,92.1197852261538,14.45
N2,202343.0,link,,link 1174,25.14465121313875,92.11647558317335,1434.0
N2,202344.0,bridge,B,bridge 1149,25.1489450385852,92.1131659401929,63.5
N2,202345.0,link,,link 1175,25.1504273901259,92.11105172009644,483.0
N2,202346.0,bridge,A,bridge 1150,25.1519097416666,92.1089375,47.5
N2,202347.0,link,,link 1176,25.1526008661458,92.108339925,209.0
N2,202348.0,bridge,A,bridge 1151,25.153291990625,92.10774235,17.0
N2,202349.0,link,,link 1177,25.15384110119485,92.10695680681815,202.0
N2,202350.0,bridge,C,bridge 1152,25.1543902117647,92.1061712636363,37.05
N2,202351.0,link,,link 1178,25.15648201873945,92.10339794038956,736.0
N2,202352.0,bridge,A,bridge 1153,25.1585738257142,92.1006246171428,81.0
N2,202353.0,link,,link 1179,25.16128867121575,92.09850226951366,752.0
N2,202354.0,bridge,B,bridge 1154,25.1640035167173,92.0963799218845,36.6
N2,202355.0,link,,link 1180,25.1707393040745,92.07644569786444,4878.0
N2,202356.0,bridge,A,bridge 1155,25.1774750914317,92.0565114738444,39.5
N2,202357.0,link,,link 1181,25.17708379459225,92.05568284815814,197.0
N2,202358.0,bridge,A,bridge 1156,25.1766924977528,92.0548542224719,24.5
N2,202359.0,link,,link 1182,25.176644876798456,92.04152476158326,1883.0
N2,202360.0,bridge,A,bridge 1157,25.17659725584411,92.02819530069462,8.444444444444445
N2,202361.0,link,,link 1183,25.166826427922054,92.0229167503473,4676.0
N2,202362.0,sourcesink,,ss,25.1570556,92.0176382,0.0
N204,202363.0,sourcesink,,ss,24.1479163,91.3466108,0.0
N204,202364.0,link,,link 1185,24.14813381117645,91.34899968647055,546.0
N204,202365.0,bridge,C,bridge 1158,24.1483513223529,91.3513885729411,4.0
N204,202366.0,link,,link 1186,24.14718936117645,91.35134708647055,260.0
N204,202367.0,bridge,B,bridge 1159,24.1460274,91.3513056,40.0
N204,202368.0,link,,link 1187,24.1450547728723,91.351239474734,221.0
N204,202369.0,bridge,C,bridge 1160,24.1440821457446,91.351173349468,3.85
N204,202370.0,link,,link 1188,24.1459714728723,91.348808724734,0.0
N204,100006.0,intersection,,N2toN204,24.1478608,91.3464441,0.0
N204,202372.0,link,,link 1189,24.1438996099576,91.34888552330506,463.0
N204,202373.0,bridge,C,bridge 1161,24.1399384199152,91.3513269466101,12.6
N204,202374.0,link,,link 1190,24.1386321471916,91.3514495158582,320.0
N204,202375.0,bridge,B,bridge 1162,24.137325874468,91.3515720851063,9.5
N204,202376.0,link,,link 1191,24.135168061147,91.3517775882053,495.0
N204,202377.0,bridge,B,bridge 1163,24.133010247826,91.3519830913043,3.0
N204,202378.0,link,,link 1192,24.132356059329652,91.35443471023545,590.0
N204,202379.0,bridge,A,bridge 1164,24.1317018708333,91.3568863291666,1.5
N204,202380.0,link,,link 1193,24.1280122691123,91.38437191295284,5890.0
N204,202381.0,bridge,B,bridge 1165,24.1243226673913,91.4118574967391,9.5
N204,202382.0,link,,link 1194,24.1263363391191,91.4207740041645,2000.0
N204,202383.0,bridge,C,bridge 1166,24.1283500108469,91.4296905115899,4.6
N204,202384.0,link,,link 1195,24.1284191465549,91.43053568836375,180.0
N204,202385.0,bridge,B,bridge 1167,24.1284882822629,91.4313808651376,1.4
N204,202386.0,link,,link 1196,24.1277382147206,91.436865315413,1171.0
N204,202387.0,bridge,A,bridge 1168,24.1269881471783,91.4423497656884,24.8
N204,202388.0,link,,link 1197,24.1272001141509,91.44407724520374,400.0
N204,202389.0,bridge,A,bridge 1169,24.1274120811235,91.4458047247191,2.8
N204,202390.0,link,,link 1198,24.12737661417285,91.44876887347064,678.0
N204,202391.0,bridge,A,bridge 1170,24.1273411472222,91.4517330222222,6.0
N204,202392.0,link,,link 1199,24.131697042551977,91.46268318168296,1373.0
N204,202393.0,bridge,A,bridge 1171,24.13605293788175,91.47363334114371,12.974999999999998
N204,202394.0,link,,link 1200,24.135407391089625,91.475308291233,1697.0
N204,202395.0,bridge,A,bridge 1172,24.1347618442975,91.4769832413223,50.0
N204,202396.0,link,,link 1201,24.136717874203498,91.4786276836748,566.0
N204,202397.0,bridge,B,bridge 1173,24.1386739041095,91.4802721260273,9.3
N204,202398.0,link,,link 1202,24.14029248650665,91.48156172766684,447.0
N204,202399.0,bridge,A,bridge 1174,24.1419110689038,91.4828513293064,39.8
N204,202400.0,link,,link 1203,24.144207955964198,91.48356846243095,560.0
N204,202401.0,bridge,D,bridge 1175,24.1465048430246,91.4842855955555,13.5
N204,202402.0,link,,link 1204,24.15909827048345,91.49200722473245,3334.0
N204,202403.0,bridge,A,bridge 1176,24.1716916979423,91.4997288539094,6.2
N204,202404.0,link,,link 1205,24.17224758299175,91.50056208571755,219.0
N204,202405.0,bridge,B,bridge 1177,24.1728034680412,91.5013953175257,39.45
N204,202406.0,link,,link 1206,24.182778965303548,91.5096341516451,3408.0
N204,202407.0,bridge,A,bridge 1178,24.1927544625659,91.5178729857645,9.24
N204,202408.0,link,,link 1207,24.199249457282953,91.51641642088225,1654.0
N204,202409.0,bridge,A,bridge 1179,24.205744452,91.514959856,3.0
N204,202410.0,link,,link 1208,24.211040009573,91.51263793673891,1303.0
N204,202411.0,bridge,A,bridge 1180,24.216335567146,91.5103160174778,2.24
N204,202412.0,link,,link 1209,24.21872802790285,91.50940728193476,421.0
N204,202413.0,bridge,A,bridge 1181,24.2211204886597,91.5084985463917,3.1
N204,202414.0,link,,link 1210,24.225126636456274,91.50698928405791,772.0
N204,202415.0,bridge,C,bridge 1182,24.22913278425285,91.50548002172411,13.66
N204,202416.0,link,,link 1211,24.230947899552127,91.50479804997096,642.0
N204,202417.0,bridge,A,bridge 1183,24.2327630148514,91.5041160782178,1.55
N204,202418.0,link,,link 1212,24.24132939668415,91.4989806129366,2191.0
N204,202419.0,bridge,A,bridge 1184,24.2498957785169,91.4938451476554,1.5
N204,202420.0,link,,link 1213,24.25113412771995,91.49255950587894,409.0
N204,202421.0,bridge,C,bridge 1185,24.252372476923,91.4912738641025,17.825000000000003
N204,202422.0,link,,link 1214,24.25698363528685,91.48679753522585,1340.0
N204,202423.0,bridge,A,bridge 1186,24.2615947936507,91.4823212063492,4.5
N204,202424.0,link,,link 1215,24.264089063492,91.4796328253968,750.0
N204,202425.0,bridge,A,bridge 1187,24.2665833333333,91.4769444444444,4.3
N204,202426.0,link,,link 1216,24.267138566666652,91.4769163222222,0.0
N204,100007.0,intersection,,N2toN204,24.2676938,91.4768882,0.0
N204,202428.0,link,,link 1217,24.267541,91.4770132,121.0
N204,202429.0,sourcesink,,ss,24.2673882,91.4771382,0.0
N207,202430.0,sourcesink,,ss,24.2948608,91.51025,0.0
N207,202431.0,link,,link 1219,24.296213054545447,91.51195075454545,471.0
